indegree,outdegree,in_btc,out_btc,total_btc,mean_in_btc,mean_out_btc
30248134.0,30248134.0,30248134.0,30248134.0,30248134.0,30248134.0,30248134.0
2.148699090000064,2.148699090000064,54.84150107607225,54.8415010760722,109.68300215214477,49.239797498033596,28.770873663191296
7.421446570372091,4.512048349388885,1303.302881042711,1301.4734702564658,2602.526618385315,972.9209647658886,712.55666253942
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.1,0.0994999999999999,0.205871955,0.064,0.05025776
1.0,2.0,0.9325,0.959,1.9647585799999998,0.53502613,0.49
2.0,2.0,8.59191201,9.0636571625,18.4,5.614286978571429,4.51948098375
1932.0,1322.0,550000.0,500020.70037663,1050000.0,499259.58754922,500000.0
